title,lastrevid
Gilmar Mendes,1242250612
Giovanni Battista Balbis,1189728520
Giuseppe Govone,1240175269
Hilford Deterville,1239360930
Hysni Curri,1198914812
Ibrahim Kulaylat,1157443233
Isabel Enriquez,1244754119
Ismaila Isa Funtua,1218160379
Ismaël Touré,1246469917
Jean Tavernier,1238919580
Jofran Frejat,1159362123
Jules Hiernaux,1194388133
Kęstutis Smirnovas,1220189222
Lehte Hainsalu,1241897171
Leopoldo Cancio,1244331581
Maeda Gen'i,1191535758
Mohamed Maait,1232708705
Muhammed Ali Mahmud,1166288677
Qasim Fakhro,1099067663
Ramin Mammadov,1248662299
Sergey Kravtsov (politician),1225897389
Solomon Musa,1078399680
Stefanos Stefanou,1214952087
Syed Sayedul Haque Suman,1247669907
Tarzan Milošević,1234111779
Tokhan Sahu,1242025964
Uran Butka,1196422551
Valentin Medrano Pérez,1243880685
Vladimir Samozhenkov,1194226810
Youssou Diagne,1122757499
Yun Du-su,1230622850
Yury Semyonov,1228650556
Abdinur Sheikh Mohamed,1048396818
Abul Kashem,1232782976
Ahmad Agha Duzdar,1243507818
Albert Fourvelle,826516065
Andor Schmuck,1249914090
Atanas Zapryanov,1241175591
Chatin Sarachi,1141930406
Chetti Thanuja Rani,1242318759
Chris Ogiemwonyi,1188502780
Césaire Rabenoro,1190559033
Dahlan Abdullah,1244191166
Diogo de Castro,1241073675
Ernst Wilhelm von Schlabrendorf,1001280832
Ersilia Fossati,1244055920
Fran Novljan,1233137907
Frank Engel (politician),1179540263
Franklyn Duarte,1246246730
Fritz Arthur Jusélius,1176811934
Fu Wenhua,1240083184
Félix Arcadio Montero Monge,1220914008
G Kumar Naik,1243128389
Giovanni Lilliu,1243423283
Harold Lovell,1241564680
Hossam Arafat (politician),1242025758
Ismail Haji Nour,1243384984
Jan Engelbert Tatengkeng,1229394574
Jean Malonga,1177650547
Karol Dominik Przezdziecki,1226787011
Kingwa Kamencu,1158538555
Kristo Kirka,1237950375
Magnus Minniskiöld,1242948023
Mahmudul Haque Sayem,1250491967
Makoto Hirayama,1195002566
Manish Jaiswal,1240428350
Marta Dassù,1212889106
Mohamed Abdulghani,1131726162
Mohammad Qudah,1245826892
Mohammed Akkad,1212170538
Moon Sung-keun,1241282811
Nozir Hossain,1245378724
Pichit Chuenban,1245657061
Porfirio Franca,1236334421
Rómulo Sebastián Naón,1193099129
Sultan al-Barakani,1246507826
Tōyama Mitsuru,1245568583
Vlad Bilețchi,1200644828
William Nwankwo Alo,1231515204
Wladimir von Pawlowski,1242446030
Zoran Radojičić,1243519591
Ángel G. Hernández,1247545730
Abdullatif Al-Mahmood,1227285970
Abul Kashem Khan,1245380771
Aldana Sandoval,1016735357
Aleksander Strandman,1175875161
Alieu Badara Saja Taal,1247050844
Bun Chanmol,1229174400
Cheragh Ali Cheragh,1193992206
Claudio Modesto,1246064580
Emile Ilboudo,1188858797
Fernando Herrera Mamani,1246358822
Fidèle Dimou,1135246225
Florian Ceynowa,1232447067
Gurgen Egiazaryan,1103745376
Hedayatollah Khademi,1215901996
Heorhiy Kryuchkov,1246363667
Honoré N. Razafindramiandra,1192734361
Iván Darío Agudelo,1245229754
Jan Pazniak,1246821242
José de la Riva-Agüero y Looz-Corswarem,1246361934
Juan José Gómez Centurión,1225793565
Kamruddin Ahmed,1230198799
Krishna Chandra Nepali Pokharel,1239991520
Li Huang,1213839588
Luvsannamsrain Oyun-Erdene,1249970172
Luís Gomes Sambo,1242306989
Mai Fatty,1151066074
Majid Naseri Nejad,1228961030
Manuel Flores (Salvadoran politician),1239189530
Mateo Vidal,1093592713
Mieczysław Mickiewicz,1243053656
Mijiddorjiin Khanddorj,1221669826
Mustafa al-Siba'i,1222139654
Mustapha Bakkoury,1155781381
Nancy Namrouqa,1246344358
Nguyễn Phan Long,1221992596
Nimuben Bambhaniya,1238049866
Oz Karahan,1247898976
Pablo Marçal,1250027180
Presidency of Castelo Branco,1247853934
Rasimah Ismail,1136661447
Reinaldo Leandro Mora,1195139267
Sidi Hamdi Ould Errachid,1244051074
Sirimal Wijesinghe,1213943792
Sultan bin Salem al-Habsi,1241135173
Taimur bin Asa'ad,1242707228
Vasil Ivanovski,1213630795
Vegesana Narendra Varma Raju,1232721658
Vilayat Eyvazov,1208072134
Yabezi Kiiza,994379167
Yeo Sang-kyoo,1248054287
Abraha Kassa,1234388675
Abraão Gourgel,1124441544
Abukar Umar Adani,1195269235
Adam Ronikier,1235389212
Alexandru Esaulenco,1166993985
Amor Mašović,1191081387
Asoka Karunaratne,1229954743
Bogdan Belsky,1235198980
Carlo Dossi,1242395503
Cho Bong-am,1237939869
Choi Sae-hwang,1170460727
Christoph Matznetter,1215054758
Edmond Rizk,1249040425
Elijah Mdolomba,1157964376
"Fernando Álvarez de Toledo, 3rd Duke of Alba",1249404813
Georgios Exintaris,1122203734
Giuseppe Raffo,1246019865
Guillermo Ungo,1209426341
Gusztáv Vizsolyi,1213680658
Hamad Al Kooheji,1233118749
Hisato Ichimada,1243516307
Jameel Usman,1229519780
Jawad Fairooz,1177286981
José Luis de Matos,1242307337
José Ramón Ávalos Navarrete,1207430683
Juarez Távora (general),1243281944
Julius Hoste Jr.,1215066294
Kenes Aukhadiev,1232294802
Kennedy Kiliku,1066949136
Laurence Konmla Bropleh,1234021203
Mamidi Govinda Rao,1232660773
Manna Lal Rawat,1238076710
Manuel María Ramírez Fortoul,1216456187
Mohammed El Senussi,1244143550
Mostafa Alnagar,1232632742
Norbert De Cuyper,1165947877
Pak Tongjin,1209936561
Pedro Vaz (diplomat),1108530199
Pinda Simão,1118804168
Qristina Ribohn,1245027839
Rachid Madrane,1188233504
Randolph Beazer,1247631912
Saber Sangar,1227951669
Seo Yu-gu,1215627737
Song Ki-seok,1248053538
Tevita Tuʻivakano,1236426768
Umberto Ambrosoli,1144171012
Valery Saykin,1232295149
Wesley K. Rono,1177252018
Đỗ Quang Giai,1229375855
Abel Posse,1245068036
Ali Radai,1135756082
Ali bin Khalifa Al Khalifa,1250881356
Azedo Gneco,1180316635
Chaima Issa,1247869012
Choida Jamtsho,1154610749
Cyrus Prudhomme David,1248439529
D. K. Onwenu,1243230589
Demelash Gebremichael,1219872816
Dorothy L. Njeuma,1240137941
Edouard Nduwimana,1249889245
Eugen Gladun,1226755339
Filip Schleicher,1229803767
Goran Mitevski,1249711420
Gotabaya Rajapaksa,1250415824
Gustavo López Davidson,1231944840
Hasan Prishtina,1238616065
Igor Levitin,1243504922
Jean-Baptiste Mills,1234699497
Jean-Baptiste Natama,1115090605
Jean-François Bazin,1249283885
Jonas Liaučius,1020554126
Kaoutar Krikou,1213795388
Lily Eberwein,1250318582
Lin Shengzhong,1229515337
Mario Maiolo,1083730536
María Inés Obaldía,1227581396
Michael Lado Allah-Jabu,1215107662
Mohamed Kamil,1227261336
Mohammad Bahr al-Uloom,1249029892
Moritz Rittinghausen,1144503312
Moses Twebe,1084874768
Narcís Vinyoles,1215856775
Nimmaka Jaya Krishna,1241309246
Olinda Morais,1009671491
Parviz Shahbazov,1213858589
Paul Mentré,1195582162
Pedro Fernandes Lopes,1191590141
Philip Agbese,1247028738
Ramón Lobo (economist),1246246763
Reto Nause,1243764649
Studiation Brown,825090349
Uglješa Uzelac,1231181406
Victor Denain,1200165043
Vinicius Lummertz,1240160240
Walter Harms,1245142840
Władysław Leopold Jaworski,1173071624
Yukio Kurita,1238420392
Zuiyen Rais,1122138994
Zulfiqar Shah,1247169926
Abass Sheikh Mohamed,1246061978
Abd al-Razzaq al-Dandashi,1063356756
Alex Kadiri,1250590242
Alioune Badara M'Bengue,1246298766
André Resampa,1191255852
Annie Logiel,1157979969
Anup Dhotre,1236240854
Carlos Fernando Galán,1245229831
Chakra Prasad Bastola,1248275701
Checho Hirane,1232905225
David Dharmakeerthi,1228230937
Esed Kadrić,1244486253
Florencio Sánchez,1244429745
Gani Markan,1205964987
Gloria Orwoba,1245954425
Hanifa Mohamed Ibrahim,1233626945
Hayel Daoud,1231356478
Henry O. Macauley,1229932778
Ivan Anušić,1242418093
Ivan Stoilković,1245798125
Joel Morgan,1190556649
Johan Ludvig Boye,1241170462
Johann Ludwig Klüber,1242565581
Joseph François Augustin Monneron,1233379299
Kadambur Raju,1230950894
Karl Ledderhose,1240898056
Klaas Afrikaner,1246430439
Leo Cato,1133912529
Manuel Carrascalão,1209003568
Marta Temido,1243011196
Martial Borye Desrenaudes,1067855906
Mehrumal Jagwani,1211576717
Mezri Haddad,1245069779
Mihály Káthay,1081132162
Muriuki Njagagua,1246062297
Oscar Terán (lawyer),1161329015
Perko Kolevski,1173912835
Ramón de Aras Jáuregui,1225960138
Ricky Richard Anywar,1246243589
Rin Tuec,1192898844
Said Mohamed Rage,1220698202
Saman Piyasiri Fernando,1222339547
Sameh Seif El-Yazal,1179919329
Sharaf bin Rajeh,1247714127
Sheik-Umarr Mikailu Jah,1245194292
Sukiman (regent),1226765087
Tancredo Pinochet,1246581910
Teodosije Maričević,1232443957
Tiras Nyingi Ngahu,1196232480
Tranquilino de Bonilla y Herdocia,1225144299
Ahmed bin Muhammed Al Thani,1215410563
Aliyu Sabi Abdullahi,1249042452
Alpha Oumar Barry,1171242393
Antonio Pérez Crespo,1221357654
António Borges Coutinho,1097154160
Augusto Ximeno de Villeroy,1216910276
Axel Brusewitz,1246686913
Badreddin al-Houthi,1248072502
Bisayo Busari-Akinnadeju,1224270625
Carlos Arana,1246359867
Chadalavada Aravinda Babu,1246386346
Dalius Čekuolis,1193772674
Damian Kratzenberg,1214300979
Didier Mumengi,1207925066
Garad Adan Bin Kooshin,1225232336
Georg Fein,1222221753
Gilma Jiménez,1069225684
Guillermo Moreno García,1203520512
Hassan Shariati Niyasar,1228962191
Hiroshi Maruyama,1143966734
Ibrahim Aminu Kurami,1223117994
Inaya Ezzeddine,1146424286
Jaana Vasama,1242177029
"Jaime Álvares Pereira de Melo, 3rd Duke of Cadaval",1236123523
Joaquim Crima,1242967408
Josephat Gwajima,1166437594
Julius Kibiwott Melly,1240333323
Juraj Demetrović,1242201064
Kalin Stoyanov,1250344595
Kamil Chadirji,1219540809
Lake Ayalew,1219878989
Mabior Garang De-Mabior,1250608232
Milan Komnenić,1243511522
Milan Smiljanić (priest),1247970488
Nazar Al Baharna,1241906132
Nelson Martínez (politician),1246246463
Raul Danda,1158035855
Ruslan Muharam,1246980841
Ruweida Obo,1147726394
Sandra Meira Starling,1248440839
Saud bin Hamoud bin Ahmed Al Habsi,1241249063
Sergio Ortega (composer),1224512179
Shamsiah Fakeh,1231284014
Shi Ping (politician),1247579845
Shukri al-Quwatli,1249646378
Tchakpa M'brede,1246969392
Tinos Rusere,1236282175
Uchechukwu Nnam-Obi,1242953473
Vahan Papazian,1162302149
Yaneth Giha Tovar,1245236372
A. R. F. Webber,1156355955
Abdul Aziz Bin Khalid Al-Ghanim,1209227067
Aishath Nahula,1244989200
Aleksandar Sandić,1233289717
Ali Yusuf Hosh,1235398629
Almayahu Haile,1162392075
Andrea de' Pazzi,1184495020
August Tamm,1245846939
Bachhav Shobha Dinesh,1249874760
Badi Twalib,1246062537
Bao Youxiang,1231942275
Ben Micah,1213179640
Bidhyanath Pokhrel,1249925702
Bohuslav Kokotek,1153657412
Carlos Urbizo,1093553119
Clara González,1231616496
Dmytro Vorona,1243566650
Eduardo Agramonte Piña,1243507972
Getachew Assefa,1238974408
Győző Istóczy,1187741965
Harrison Kombe,1246061835
Hryhoriy Omelchenko,1164218357
Ihar Rynkevich,1064451133
Jean Louis Robinson,1182009941
Jumaa Aweso,1237150214
Kh. Abdul Samad Wani,1210469595
Kuanyshbek Yessekeev,1245284558
Laureano de Torres y Ayala,1242072670
Lutfali bey Behbudov,1226230854
Mahmoud Esmat,1164899761
Mai bint Mohammed Al Khalifa,1217876419
Mamadou Ouédraogo,1186807529
Martín de Álzaga,1242284347
Mieczysław Serwiński,1209785731
Mohammad Damadi,1171987694
Muhammad Jamil Al-Mayahi,1177351824
Naphtali Hassan Gale,1233313021
Ngitung,1213829054
Olivier Bilé,1243540290
President of Vanuatu,1211211712
Rais Abin,1233396441
Rangina Hamidi,1234743111
Ravshanbek Qurbonov,1248998037
Sanjin Halimović,1241231943
Syed Muhammad Ibrahim,1247089625
Tsimafei Dranchuk,1115164729
Viriato Fiallo,1212880453
Vladimir Efimov,1249574679
Yahaya Madawaki,1229838076
Yogeshwar Jha,1232991785
Abakar Sabone,1236990005
Abdikarin Dahir,1240850209
Ahmed Hamiani,1226452639
Alfonso Soriano Benítez de Lugo,1222085341
Alfred Makwarimba,1092395186
Antonio Arrúe Zarauz,1249171201
Antonio Lacayo,1238496892
Aquileo J. Echeverría,1238913567
Arouna Mama,1162194883
Berenguer de Palou II,1186657248
C. H. Z. Fernando,1247700741
Christina Jasson,1247391424
Christos Floros,1246933180
Chrétien François de Lamoignon de Basville,1243543068
Colin O'Neil Browne,1241563118
Georg von Blumenthal,1243051498
Giovanni Antonelli (archivist),1249157164
Hadiza Bala Usman,1248013280
Henry Ventura,1246246808
Ignacio Baleztena Ascárate,1226871737
Jacques Bihozagara,1140307476
Jaminton Intriago,1248108232
Jang Tae-wan,1248685977
John Amadu Bangura,1242154948
José Faustino Sánchez Carrión,1240176723
"José Manuel da Silva, Baron of Tietê",1239452174
Juan de Dios Vial del Río,1246583715
Khemaïs Ksila,1221638129
Laura Cortinas,1241843549
Louis Le Gros,1183769164
Lu Feng (politician),1183319623
Lê Quốc Minh,1241039136
Manuel Martins Manso,1013841485
Maryam Uwais,1242701558
Masoud Khalili,1246566971
Maurice Henry Dorman,1245480733
Mikayel Kotanyan,1226313476
Mohamed Akotey,1191924002
Paulus Moa,1244188289
Per Sefastsson,1249534409
Rafik Habib,1112390859
Rashed Al-Khuzai,1240947752
Rodrigo Vázquez de Arce,1234472572
Sister Bernard Ncube,1247392980
Stanislav Daskalov,1236020876
Thomas Heine,1248898497
Toribia Lero Quispe,1242300969
Ugyen Dorji (DNT politician),1243793309
Waddah Sadek,1206306677
Wahidullah Waissi,1232389768
Abdihamid Sheikh Abdisalam Isse,1211653922
Abid Sharifov,1243510547
Adebayo Johnson Bankole,1200803605
Albert-Joseph Kasongo Wa Kapinga,1249521619
Alfonsas Žalys,1168682744
Anne Marthe Mvoto,1225861548
Anton Hofer,1215044432
Antonio Huachaca,1208241604
Babatunde Fowler,1188312683
Can Atalay,1238041206
Carl Piper,1234258396
Davide Caparini,1242294537
Donald Ojogo,1250250353
Dupthob,986218104
El Guarco,1222311350
Emeryk August Hutten-Czapski,1246364394
Ernest Douwes Dekker,1245602082
Fabrizio Moreira,1216179522
Germán Picó Cañas,1233081384
Guillermo Montenegro,1096175549
Hamed bin Zayed Al Nahyan,1244999389
Harold Christie,1142294843
Héctor Bidonde,1250713562
Idi Nadhoim,1247384439
Jeremias Chitunda,1220287872
Johanna Ortiz,1197439260
Jorge Giordani,1246246427
José Félix Fernández Estigarribia,1190556161
João Baptista Borges,1227794006
Ko Ni,1245412082
László Szalay,1218413935
Mikhail Fyodorovich Ganskau,1159662514
Milan Haborák,1243262444
Mufti Jafar Hussain,1221486932
Muhammad bin Yahya bin Muhammad,1231305316
Nezu Kaichirō,1228052108
Nurul Huq Bhuiyan,1236303322
Ono no Imoko,1218826011
Oscar Kashala,1207022384
Phlek Chhat,1244202380
Pieter Gysbert Noodt,975860917
R. Sachithanantham,1232662973
Saaïd Amzazi,1249054415
Salvador Nasralla,1250265293
Stefano Colonna,1174210321
Tsendiin Mönkh-Orgil,1243514846
Uładzisłau Kazłouski,1205140753
Victor Mukete,1250196607
Wolfgang Templin,1233839679
Ylli Vesel Shehu,1250811470
Andreas Hörtnagl,1215046038
Andris Morozovs,1216161089
Anguilè Ré-Dowé,1242381206
Anthony Winza Probowo,1236900663
Antonio Machaca,1219966135
Artur Cozma,1203784912
Baij Nath Rawat,1240904237
Charles Cassal,1242211126
Chief Commissioner of Rodrigues,1240586443
Daniel Valchev,1227658311
Daniil Konstantinov,1246620191
Darko Bratina,1222522027
Dastan Sarygulov,1238331800
Dzhevdet Chakarov,1245989144
Eben van Zijl,1203276921
Einar Thambarskelfir,1145167838
Fatmir Gjeka,1245226714
Fidel Barbarito,1246246398
Flora Buka,1235342444
Germán Blanco Álvarez,1245229792
Gilles Tonelli,1183193100
Hasyim Muzadi,1226956542
Hideyuki Yokoyama,1248031733
István Horthy,1248580671
Jacques Rabemananjara,1250349602
Jigme Wangchuk,1076705305
Kalidindi Suryana Naga Sanyasi Raju,1232659904
Kazem Khavazi,1242362206
Khanatha bint Bakkar,1249128711
Khun San Lwin,1210189937
Kibirige Mayanja,1108117021
Kontik Kamariah Ahmad,1135839519
Lee Hoe-yeong,1242441409
Linda Masarira,1177290618
Ly Taher Dravé,1226300358
Miklós Istvánffy,1237567100
Mohamed Adan Saqadhi,1214578040
Mykola Petruk,1248656754
Nnia Nwodo,1248330373
Philip St. Hill,1132713774
Ricardo Hormazábal,1241145426
Septimus Rameau,1244094811
Shin Jeong-yil,1227149477
Suleyman Rahimov,1193027962
Titus Uba,1246627224
Usman Bello Kumo,1173985656
Uzoma Emenike,1250224226
Vladimir Karolev,1183947838
Volodymyr Tyahlo,1179346831
Zaki al-Ghul,1175802577
Abdallah Ulega,1237192582
Ali Pasha of Gusinje,1244421894
Aliaksandr Shakutsin,1246263655
Aminul Islam Chowdhury,1175807916
Andriy Levus,1208846461
Ante Mandić,1165990465
Antonio Saldaña,1222311219
Arlette Soudan-Nonault,1221600122
Augusto Martínez Sánchez,1227744657
Burla Ramanjaneyulu,1232500861
Crispiano Adames,1179986072
Dominik Potocki,1245668822
Ernest Jelušić,1213664091
Folke the Fat,1249341037
Ghazi Hamad,1248646565
Gil Álvarez Carrillo de Albornoz,1249253793
György Ekrem-Kemál,1194939369
Haji Molla Ahmad Nuruzade,1239189558
Jorge Yoma,1191859791
José Ignacio Paliza,1246218251
Juan Donoso Cortés,1242935889
Konstantin Kosiakin,1245618968
Lars Guggisberg,1244066096
Lech Dymarski,1226772725
Love Ezema,1221676650
Luka Kirac,1241257381
Marat Baglai,1232341984
Mariano de Aycinena y Piñol,1242284183
Matija Majar,1195006555
Mayol Kur Akuei,1213647572
Mohammed Haji Mahmoud,1249038259
Muriithi Kagai,1126791350
Mutea Iringo,1098123156
"Nikola Stojanović (politician, born 1880)",1208982210
Omar Barghouti,1250015427
Osbert Richard Frederick,1241563130
Rudranath Indarsingh,1159203982
Rui Moreira,1249176751
Saadallah Howayek,1178977346
Salim bin Nasir bin Said Al Aufi,1241251699
Shingkhar Lam,1205968589
Sonja Zwazl,1235856770
Suhaib al-Rawi,1249030007
Sultan Mahmud (minister),1240728343
Svetozar Pudarić,1156216427
Tedjo Edhy Purdijatno,1230185200
Thein Nyunt (politician),1234388263
Vicente Rodríguez (politician),1095858144
Ymer Prizreni,1215667416
Zabih-U-llah Ghazi Noristani,1136614682
Ade Komarudin,1250749917
Alejandro Alvarado García,1003975565
Alessandrina Lonardo,1212915131
Alex Egbona,1238986408
Ali Al Bukhaiti,1249864801
Amadou Toumani Touré,1247505172
Amir Habibullah Khan Saadi,1224530956
Andi Meister,1219566686
Antoni Kraszewski,1064004741
Bajram Gecaj,1085013172
Bermet Akayeva,1158549938
Carlo Ignazio Giulio,1226028049
Christian Rémi Richard,1190559088
Dimitar Kovačevski,1250555445
Eduardo Enríquez Maya,1245233259
"Francisco Tadeo Calomarde, 1st Duke of Santa Isabel",1222965894
Gergely Kovács (politician),1249056066
Haris Romas,1247440581
Hiroichi Sakai,1239552112
Horácio de Matos,1226009834
Hussein Khairan,1242390966
Ibrahim Kassas,1006730604
Jan Wyrowiński,1172765883
Jean Ersfeld,1212177429
Jialyka Maharani,1244189021
"Joachim, Count of Schönburg-Glauchau",1235919925
John Brown Russwurm,1225468806
José Perelló Torrens,1188172684
Juan Sánchez Ramírez,1247189451
Kisinoti Mukwazhe,1108499694
Luigi Porro Lambertenghi,1081453534
Luis Carlos Gómez Centurión,1225793589
Mamadou M'Bodje,1177650569
Marat Sarsembaev,1221862976
Marcos Alexandre Nhunga,1209413818
Marvin Calvo Montoya,1162646713
Maurice Sleem,1242646324
Michele Geraci,1227609480
Mubarak Abdullah Al-Ahmad Al-Sabah,1223966401
P. B. Dissanayake,1165316456
Piotr Uszok,1214497427
Riffat Akbar Swati,1158294939
Rustam Inoyatov,1247702441
Sanjeev Kumar Singh (politician),1242235717
Sergey Nazarov,1238945724
Shaikh Abdul Majeed Sindhi,1239051676
Stanisław Stempowski,1243331370
Sōichirō Takashima,1239334619
Volodymyr Petrov,1244845824
Wilbur Heine,1248898473
Abdul Baqi Turkistani,1231655023
Abdul Qader Qahtan,1224446773
Adil Abdel Aati,1234479270
Ahmed Abass,1246061443
Aye Ko (artist),1151370568
Bahrom Norqobilov,1219558071
Béla Szombati,1008352289
Carlo Galli (political scientist),1223668374
Carlos de la Rosa,1209668330
Darius Mažintas,978234421
Dewan Taimur Raja Chowdhury,1232078838
Evelyn Omavowan Oboro,1241784585
Hansjörg Trachsel,1019997611
Hrayr Tovmasyan,1243511026
Jan Baz,1227635806
Jiří Lobkowicz,1036408754
Joseph Buttinger,1214670744
José Lucas Chaparro,1246361218
Juan Francisco Larrobla,1159863480
Juan José de Aycinena y Piñol,1228261278
Julienne Niat,1227015746
Juma Mwapachu,1245069740
Junichi Seki,1228548554
Kamata Eikichi,1138726038
Khachatur Malumian,1210493386
Lee Sang-kyu,1212686631
Manuel Bernardo de Sousa,1233607984
Mels Eleusizov,1230885276
Miguel Amín Escaf,1230172715
Modou Bamba Gaye,1151065994
Mohamed Yusuf Abdirahman,1056374599
Mohammed al-Makki al-Nasiri,1245184093
Mohamud Sayid Aden,1244503224
Pablo Presbere,1248356984
Paola Vega Castillo,1225809426
Parunak Ferukhan,1214660598
Pero Čingrija,1242200901
Peter Ochs,1244058842
Ruth Molly Lematia,1235476792
Salid Mustafa,1246062168
Sarah Cleto Hassan,1220786528
Sasa (politician),1245373652
Tajudeen Adeyemi Adefisoye,1127044782
Timi Alaibe,1244807145
Valeriu Troenco,1232777781
Vilmos Tkálecz,1212265925
Yansen Tipa Padan,1186832772
Yun Young-sun (minister),1214785975
Yusuf Salman Yusuf,1250211819
Đorđe Vojnović,1201926443
Abdiaziz Hussein Hassan,1050666572
Achille Casanova,1153207621
Aden Saran-Sor,919377968
Agyen Kokobo,1187316535
Albert Sylla,1242564754
Aleksandr Verkhovsky,1232801958
Alfredo Arpaia,1174088484
Anamero Sunday Dekeri,1247119892
Anatoliy Zasukha,1248186807
Asheq Ullah Rafiq,1245374666
Baha Cemal Zağra,1174623790
Bam Shah,1247940215
Borys Kachura,1243514456
Burhan Muhammad,1245143844
Christiaan Frederik Beyers,1246853229
Cornelis Jacobus Langenhoven,1244010267
Deeq Sulaiman Yusuf,977166270
Dhamma Dissanayake,1249711541
Ferdynand Zarzycki,1218849636
Gaspar de Borja y Velasco,1249278053
Georgi Kirkov,1215315466
Gevorg Melik-Karagyozyan,1180063778
Gheorghe Ichim,1232592316
Henryk Lipszyc,1133210006
Herilanto Raveloharison,1238495492
Johann Rudolf Wettstein,1243370481
Jolanta Banach,1243636445
Jonas Basanavičius,1238466176
José Vieira Dias Van-Dúnem,1227004140
Karel Sladkovský,1217162203
Manik Lal Ray,1117752666
Mathurin Anghiley,1177650175
Maulana Shakhawat,1067136662
Michael Kwanashie,1246565093
Muslim Khuchiev,1248224290
Patricija Šulin,1188651207
Peter Strasser (politician),1240951343
Ramiz Jaraisy,1242026198
Rao Muhammad Afzal Khan,1220862871
Robert Macfie Thorburn,1240718396
Rubén Alonso Rosales,1249085177
Safet Butka,1189442848
Santosh Singh (politician),1241589874
Sonia Browne,1080633319
Sophia Abdi Noor,1142425714
Stjepan Kovačević,1240854187
Ubaidur Rahman Zia,1234231348
Vatimetou Mint Khatry,1225809738
Victor Alter,1168282047
Volodymyr Tsvil,1232601928
Abdel Hafiz Nofal,1197647604
Abdulahi Ahmed Afrah,1062657842
Abdyl Ypi,1220281072
Ahmad Ali Moghimi,1215077290
Ajendra Singh Lodhi,1232095812
Akmar Hisham,1241217403
Alabo Dakorinama George-Kelly,1216045204
Andrei Spînu,1223026665
Aron Atabek,1199940532
Bona Panek,919581650
Bozor Sobir,1205364044
C. T. Grero,1165316159
Carl Robert Jakobson,1239944302
Cehl Meeah,1185223022
Death of Mutula Kilonzo,1184861542
Dendeviin Terbishdagva,1243521548
Dolors Martí Domènech,1221176889
Dominique Meyer,1228711565
Délio dos Santos,1159365191
Fidel Maíz,1246554911
Georg Magnus Sprengtporten,1249237629
Hassan Al Habib,1140307699
Hector Luisi,1192169906
Hermann Albert Loos,1245891070
Ibrahim Abdullahi Danbaba,1246598552
Ibrahim Aboubacar,1243241622
Ignatz Bubis,1191575496
Ivan Hopta,1172531464
J. Nee Amahtey Hyde,1244174684
Jeanne Adjoua Peuhmond,1241442519
Joseph Bakosoro,1189798127
Katherine Clerides,1247374009
Lambert Ehrlich,1182674076
Liborio Guarulla,1242552557
Mehmet Kamaç,1225795702
Nagendra Singh Rathore,1250244997
Nasrullah Baryalai Arsalai,1225385278
Nikolai Shelyagovich,1206663730
Pir Syed Mohammad Yaqoob Shah,1243072733
Plínio de Arruda Sampaio Jr.,1246065571
Promise Mkwananzi,1246747822
Ramón Maximiliano Valdés,1161329073
Santoshi Shahi,1241303141
Sargon Lazar Slewa,1177357911
Siti Kassim,1131245612
Stanislovas Gediminas Ilgūnas,1055139813
Teodor Szybiłło,1080870167
Vlada Ilić,1243519452
Walter Béneke,1233484385
Yawd Serk,1250459738
Abdulla Jihad,1244494984
Adham Ahmedbaev,1247704434
Ahmad Hanandeh,1244983632
Ahmed Zeghdar,1213778323
Antonio Pérez (statesman),1248626781
Ashyrguly Begliyev,1154766714
Asta Vrečko,1239433404
Atıf Kamçıl,1247775262
Basyir Bachtiar,1244191276
Carlos González Márquez,1241138604
Daijiro Hashimoto,1181162825
Daoud Naji,1247131367
Eduard Hedvicek,1215043825
El-Shafie Ahmed el-Sheikh,1234479341
Emilio Prud'Homme,1211467310
Esme Sophia Isaack,1237419382
Frehiwot Tamiru,1246156753
Gaetano Gifuni,1245420013
Giuseppe di Stefano Paternó,1227449629
Géza Malasits,1246089316
Jai Bir Rai,1247671463
Jean Julme,1161799415
Jeon Kwang-hoon,1250378864
Jerzy Swatoń,1234283402
Kalenga Riziki Lwango II,1175866265
Khalil Ibrahim,1219271670
Kim Hyung-shik,1248054490
Leela Mani Paudyal,1237921754
Liudvikas Saulius Razma,1108537637
Luca Coscioni,1248845393
Luis Caro Bandar,1033782785
Mahmoud Ali Seid,1231975933
Makhtar Diop,1243625708
Nhlanhlayamangwe Felix Ndiweni,1193170496
Nidup Zangpo,1179648130
Paulo Rocha (Cape Verde politician),1177459663
Princess Pat Ajudua,1224579746
Renzo Rabellino,1132984121
Rosana Martinelli,1230117539
Rrahman Morina,1250857241
Safdar Rahmat Abadi,1220293743
Sergey Chebotaryov,1248658201
Tharcisse Niyongabo,1218269209
Trivo Inđić,1122747074
V. L. Mukha,1144551736
Vreni Spoerry,1249598755
Wilhelm Szewczyk,1250768947
Woo Hee-jong,1248055379
Yun Chi-oh,1214785675
Zwakele Mncwango,1244193047
Abdallah Said Sarouma,1043132737
Adam Oster,1245862304
Adelere Adeyemi Oriolowo,1217429640
Bassam Mawlawi,1225744507
Bekbol Sagyn,1165541969
Ben Nsibandze,1221995741
Blas Camacho,1101437075
Cahit Ortaç,1245187366
Carlos Santana Tovar,1242453867
Christine Apolot,1233561488
Clovis Kabongo Malemba,1156020993
Cynthia Y. Forde,1200176178
Dapo Folorunsho Asaju,1249147332
Davis Chirchir,1242849928
Dénes Pázmándy (1848–1936),1218562138
Eldar Namazov,1206211739
