title,lastrevid
Elisabeth Rehn,1223402708
Emmanuel Onwe,1244578373
François-Alexandre Tardiveau,1186831209
Hellmuth Weiss,1244017494
Ibrahim Spahić,1246499104
Ihor Kyzym,1198046414
Ion Păduraru,1232773604
Iuliana Gorea-Costin,1246688078
Jack Veneno,1246218392
Jan Ciechanowicz,1236187352
Joseph Kenner,1169137921
Joseph Musiol,1173064538
Julio Linares,1190557033
Karl Lütgendorf,1231556108
Khalilou Sall,1109928120
Lovemore Matombo,1105192324
Magda Košútová,1235907399
Manuel Magalhaes de Oliveira,1195585917
Mikołaj Kurowski,1242123135
Mohd Sobri Saleh,1228248124
Moshe Gutman,1226775102
Nikita Isaev,1203186601
Nygmet Nurmakov,1221993646
Paul Usteri,1249591574
Pedro Bastidas,1232135029
Sarifuddin Sudding,1249487755
Selim Ekbom,1238920235
Spyridon Valettas,1223108932
Stevan Lukačević,1245226568
Tatsuya Maruyama,1243580205
Tenzin (politician),1244166908
Vincenzo Duplancich,1226765389
Wiktor Budzyński,1242528969
Xavier Brasseur,1173229365
Abdelfattah al-Banna,1221423218
Abdikarim Adan Haji Diriye,1211158919
Abdirahman Janaqow,1202660894
Aldo Deng,1238472619
Ambaye Wolde Mariam,1210750106
Anders Wirenius,1208137842
Ansito Walter,1231680092
Antoni Jan Ostrowski,1063975014
Astrojildo Pereira,1225818171
Augustino Ramadhani,1175656782
Berhane Habtemariam,1222041277
Charles Luca,1056918597
Dagmara Bollová,1247408245
Duong Sam Ol,1250510333
Ferdinand Odžakov,1173912888
Hasan Ali Sultani,1136614726
Henrique Pizzolato,1146046975
Jaime Pizarro,1246276668
Jarvis Yak,1212603232
Jennifer Ferguson,1217966345
Joseph Garang,1119716991
Karl von Starck,1236241537
Konstantin Polezhayev,1243514436
Larisa Șavga,1232778139
Lewis Pérez,1232134166
Lorenzo Muelas,1164689541
Lugi Gizenga,1180021058
Mamdouh Habib,1245969900
Martin Joseph,1161562698
Mary Annet Nakato,1239422712
Mohamadou Djibrilla Maïga,1191916353
Mongkol Surasajja,1250305183
Mowaffak al-Rubaie,1239974488
Muhammad Fauzi Yusoff,1243441383
Nazra Naseem,1231286080
Nguyễn Đức Chung,1248452284
Novica Radović,1242578375
Odilon Kafitwe wa pa Bowa,1063619600
Olipa Phiri,1180049589
Polycarp Igathe,1196134416
Ram Chandra Jha,1211204880
Rishon Bhadain,1242187993
Roseline Emma Rasolovoahangy,1244364217
Sefis Anastasakos,1232348830
Seifeddine Makhlouf,1238913743
Shahrbanou Amani,1244275789
Syed Faisal Ali,1244232481
Tin Aye,1239526756
Władysław Ciastoń,1209994622
Yeon Namsan,1244728690
Africano Mande,1249472514
Albrecht Elof Ihre,1240184590
Anitha R. Radhakrishnan,1230951586
Antonio Bermejo,1225811362
Ashour Suleiman Shuwail,1213474159
Atanas Zafirov,1248790402
Aucán Huilcamán,1216869009
Bakhish bey Rustambeyov,1246060690
Brahim Djamel Kassali,1172500304
C. N. Sharma,1219573961
Chonthicha Jaengraew,1225928531
Daniel Mukoko Samba,1230882624
David Dichaba,1174702820
Deva Varaprasad,1242674101
E. Reginald Townsend,1247535227
Eugeniu Șlopac,1205562439
Faydang Lobliayao,1239732930
Festo Sanga,1207830108
Francis Alexis,1242252016
Franz Jetzinger,1214236945
Gjuro Červar,1242051863
Hajime Seki,1221342540
Hala bint Mohammed Al Khalifa,1232948277
Hani Abd Latif Tilfah,1216673569
Jacob Schmidheiny,1240270170
Jacques van Ypersele de Strihou,1162861355
Johannes Olav Fallize,1217163934
João Ernesto dos Santos,1226309621
Juan de Dios Correa de Saa,1246583602
Józef Szujski,1232993738
József Klekl (writer),1230784400
Karl August Ramsay,1230788776
Karma Rangdol,1140545677
Kirk Matthew Humphrey,1079886049
Kris Vietze,1244066080
Luckner Cambronne,1242496812
Luis Felipe de Las Casas Grieve,1246359746
Mandla Nkomfe,1146001817
Marc Perrin de Brichambaut,1243149451
Marcelo Cecé,1226004242
Mir Hasem Ali,1237286854
Mirsad Hadžikadić,1240877452
Mohammed Qalamuddin,1178097642
Murilo Melo Filho,1233198027
Reşit Ronabar,1244392309
Tadeusz Szelachowski,1207788848
Xhavid Leskoviku,1180950536
Yabagi Sani,1249041750
Yacine Oualid,1214837789
Zeïni Moulaye,1245389557
Abdilatif Abdalla,1241910337
António Valverde Martins,1101185103
Ationg Tituh,1249350341
Awad Ahmed Ashareh,934134220
Bartosz Pastuszka,1249155890
Begnon-Damien Koné,1177650476
Dodo Maheri,1063428037
Emile Bustani,1243345393
Emilija Stojmenova Duh,1246237465
Erik Fleming (councilor),1171255115
Fernando Nadra,1238199017
George Abraham von Dyhrn,1231555745
George Chiweshe,1237333574
George Kongor Arop,1249045192
Gertrude Protain,1231988546
Gholam Rabani Nasher,1136534788
Gideon Mwiti,1178760998
H. Busso Peus,1240004707
Harald Laksberg,1241969141
Holaku Rambod,1189207647
Iacob Popovici,1170486794
Jüri Liim,1242177191
Keith Bell (Bahamian politician),1243023554
Layachi Yaker,1226060720
Laz Unaogu,1250550076
Mahmoud Ben Ayed,1121659355
Manasse ǃNoreseb,1015106908
Mao Ayuth,1171497670
Michel Elefteriades,1240220123
Mohammad Gul (Helmand Council),1136611354
Muḥammad ibn 'Abdallāh Hassan,1250286037
Neville Kanakaratna,1242818283
Niko Pucić,1225745592
O. C. Tillekeratne,1219817745
Pande family,1245985625
Petermann von Gundoldingen,1234455075
Petras Poškus,1125829611
Pietro Paleocapa,1196123355
Prasanna Shamal Senarath,1219818027
Robert Kidiaba,1248824563
Sadok Ghileb,1188912669
Saye Zerbo,1236924018
Sergei Kukharenko,981865833
Serhii Khlan,1225922449
Seyed Zia Hashemi,1247034190
Suriya Chindawongse,1249276735
Susana Baca,1240385865
Witten Philippo,1225039920
Yali (politician),1213898789
Yi Che-hyŏn,1221170687
Abdul Karim Zaidan,1247382115
Adomas Prūsas,1247770485
Ajdar Ismailov,1157124148
Alex Anisi,904399990
Ali al-Qaradaghi,1242783852
Alim Sherzamonov,1220345957
Alphonso Theodore Roberts,1198974259
Amán Rawson,1226040049
Antonio De Berti,1235074825
Bahlil Lahadalia,1248586895
Blaise Bassoleth,1194947033
Cyrille Ndayirukiye,1235862392
Danica Drašković,1250515868
Dobrica Matković,1178306655
Erhart Aten,1218218803
Francisco Julião,1228999761
Frédéric Marcelin,1190558665
Godwin Ogbaga,1249702099
Gunga Mwinga,1200040003
Heidemaria Onodi,1246630894
Issoufou Saidou-Djermakoye,1177650722
Joachim Labrouche,1153276048
Jonas Kondrotas,1186801268
José Carlos da Silva Mayrink Ferrão,1194157482
Juan Agustín Augier,1217815148
Khalid Naciri,1244051184
Laurentine Mbede,1240148045
Louis Mbanefo,1246222636
Mahmoud Harbi,1244367159
Martin Kocher,1241392879
Maxim Ksenzov,1234663795
Miksa Hadik,1017820647
Moilin Jean Ah-Chuen,1225850513
Pedro Pedalé,1115715527
Philippe Hurault de Cheverny,1243544132
Ramón Tapia Espinal,1146487630
Robert Draba,1194123859
Roberto Camacho Weberberg,1245232426
S. Murugesan (DMK politician),1230954821
Saleh Manaf,1242621031
Sylvanus Maritim,1246061235
Tan Yu Sai,987791661
Theophilos Kamberidis,1204621612
Tunde Eso,1186199883
Vahdettin Özkan,1188253409
Velko Valkanov,1211235525
Vidadi Isgandarov,1249203876
William Deng Nhial,1229366536
Álvaro Castello-Branco,1218274868
Žika Rafajlović,1245830899
Abdelhak Saihi,1218004839
Adolphe Van Glabbeke,1224501115
Agaton Giller,1220667014
Ahmed Nareesh,1229648052
Alidou Barkire,1241584739
Anders Chydenius,1237345246
Andris Šuvajevs,1226298857
Andriy Yusov,1213377592
Angad Singh (BJP politician),1241477061
Assane Seck,1243288959
Balla Koné,1220065013
Bridget Twar,1149479906
Bronius Kuzmickas,1184258161
Davidson Ngibuini Kuguru,719237570
Duraid Kashmoula,1240165310
Ellron Alfred Angin,1247695585
Erastus Tjejamba,1214738394
Eu Chooi Yip,1222002149
Fong Chong Pik,1181679522
Galina Balmoș,1232398089
Gift Banda,1227050005
Gottlob Johann Christian Kunth,1233135330
Harsh Malhotra,1239167371
Israel Ori,1214986895
Jama Mohamed Ghalib,1250294464
Jan Klimek,1150057800
Jean-Pierre Grafé,1112290249
Kamel Mahadin,1244988990
Lajos Szikszai,1212248638
Lanfranco Turci,1122151779
Lorenzo Antonio Fernández,1225789614
Luis Almarcha Hernández,1212187829
Miriam Shaded,1244978770
Mohamed Ghannouchi,1245419804
Mohamed Kamarainba Mansaray,1105894039
Mohammad Reza Mokhber Dezfouli,1177725642
Mohammed Al-Ghabban,1249037951
Osita Ogbu,1249458548
Prega Ramsamy,1159629985
Rafael Montoro,1243522972
Rajanra KC,1160122772
Sali Nivica,1240539074
Saúl Méndez,1237096541
Stephen Adewale,1244660968
Tamás Bakócz,1226127936
Walter Stanford,1236955401
Yeshey Penjor,1154435788
Yudas Sabaggalet,1230185959
Yvan Verougstraete,1250351570
Édouard Descamps,1231555121
Abdel Wahab Qaid,1243356338
Abdulah Mutapčić,1229796197
Abu Omar Hassan,1249128280
Ajibola Basiru,1234051957
Ali Al Tamimi,1249038115
Ali Sheegow,1175813709
Augustine Lotodo,1246080777
Charles Ateba Eyene,1234063279
Charoen Suepsaeng,1232708031
Cheery Zahau,1245373592
Domingo de Acassuso,1244200942
Domingos Gomes de Aguiar Neto,1178155220
Dozie Nwankwo,1216142634
Elek Benedek,1212561738
Elías Wessin y Wessin,1247954393
Evgenije Popović,1243083065
Franciszek Bujak,1248050516
Gabriel Valère Eteka Yemet,1146697785
Gideon Doone,1227035650
Gilbert Annette,1229216653
Golam Maula Rony,1250725167
Jacques Amouzou,1236879215
Jean-Baptiste Ntidendereza,1176698590
Jengishbek Nazaraliev,1175936809
Jiří Oberfalzer,1209099891
Jofre Van-Dúnem Júnior,1242307432
José Manuel Restrepo Abondano,1240223372
Kenneth Lalla,1242612498
Kōichi Shiota,1236671242
Liu Yongfu,1206475050
Mauro D'Attis,1183619465
Miguel Romero Sotelo,1250250117
Mihal Grameno,1226635783
Mogus Wolde Mikael,1193968324
Mohammad Hashem Taufiqui,1233490009
Musa Qazimi,1235824584
Nguyễn Hồng Diên,1237710183
Pablo Acosta Ortiz,1243754078
Paulino Matip Nhial,1227687707
Philip Shoul,1247632342
Rafael Molera,1248365842
Sangeet Fowdar,1184652318
Sergio Fernández Fernández,1246582974
Sultani Makenga,1245170396
Suut Kemal Yetkin,1226600345
Tadao Watanabe,1242191080
Tamale Mirundi,1242742635
Wai Moe Naing,1142166678
Yul Edochie,1249801645
Yusif Ziya Talibzadeh,1243510546
Abubakar Y. Suleiman,1248763179
Ahmed Aw Dahir,1062918876
Aimal Faizi,1185105938
Alberto López Díaz,1245925886
Alexis Sarei,1242812265
Antonio Dominguez Richa,1217671448
Bedri Pejani,1220757655
Boima Kamara,1236123189
Chakakala Chaziya,1248616152
Chung Chil-sung,1237939888
Dharma Ratna Yami,1236294046
Fredrik Vejdeland,1248630285
Gabriel Noradoungian,1240224564
Gajinder Singh Safri,1212323536
Ghias Barakat,1194543288
Guillermo Daniel Ortega Reyes,1216080109
Herbert Ushewokunze,959111842
Heshmatollah Falahatpishe,1238872164
Hooria Mashhour,1241264144
Hugo Wesendonck,1226378603
Ibrahim Harun,1131754356
Jorge Muñoz Wells,1246360135
Joseph Makamba Busha,1215996308
José Arturo Vásquez Machado,1247468718
João Ferreira Sardo,1249309628
Khalihenna Ould Errachid,1215616785
Luís Filipe Tavares,1213485215
Lê Minh Hương,1226261855
Marie Catherine Abena,1241219287
Martín Sabbatella,1166890663
Mohammad Ghous Bashiri,1237694188
Nhlanhla Lux,1210051518
Njabulo Mabuza,1144736013
Osama Youssef Kashmoula,1235576309
Pierre Kotouo,1177650482
Qamil Musa Haxhi Feza,1198224146
Rahmah el Yunusiyah,1243367073
Rajabali Jumabhoy,1225577335
Richard von Coudenhove-Kalergi,1243336388
Rien Morris,1248538511
Roslyne Akombe,1216381889
S. K. E. Udeh-Okoye,1136131935
Samuel Tweah,1238850652
Santia Bradshaw,1225635388
Simon Kun Puoch,1226454859
Simón Iturri Patiño,1237235215
Stanley Kalpage,1242818277
Tsunetoshi Tanaka,1020304143
Émile Coulonvaux,1222825457
Émile F. Luke,1240785376
Abdelwahed Radi,1244843050
Abdul-Kerim Edilov,1218644829
Abraham Makoi Bol,1187621034
Ahmed Diraige,1184800375
Ahmed Gaddaf al-Dam,1241321839
Alceste Madeira,1247551254
Alie Badara Mansaray,1158873914
Andrey Podavalov,1197255313
Bernard Percival,1241564686
Boris Kevorkov,1217681945
Bronisław Dankowski,1102188013
Bruno Maçães,1224131207
Carlos Pita (politician),1225819287
Claude Taleb,1190063231
Concepción Campa Huergo,1193703609
Eric Sakwa,1092463612
Federico Gattorno,1189681460
Floyd Shivambu,1246002695
Frédéric Bintsamou,1248517558
Gustavo Arcos,1243522956
Hasan Hasanli,1244589428
Hassan Wario,1197023736
Heidi Z'graggen,1244066625
Hristijan Mickoski,1250609662
Husein Miljković,1242157045
Ignace Caseneuve,1242211094
Jean de Dieu Rurangirwa,1183647425
José Abílio Osório Soares,1244452248
Marcial Samaniego,1239630218
Matěj Stropnický,1247626057
Mike Schubert,1210860457
Mohamed Bensalam,1235672021
Mohamud Siraji,1232856605
"Nicolás de Carvajal, Marquis of Sarria",1239399581
Niklaus Friedrich von Steiger,1226367351
Okullo Aabuka Jallon Anthony,1234691084
Oleg Vyugin,1206190790
Oliver Rosengren,1230606371
Putri Kus Wisnu Wardani,1244918775
Saidu Musa Abdullahi,1250601335
Sebastián Bauzá,1237709578
Sergio Salvioni,1220215459
Slaheddine Maaoui,1166428712
Stanisław Sławiński,1226789165
Stjepan Mitrov Ljubiša,1240189643
Sándor Hollán Sr.,1249029861
Toni Bortoluzzi,1244053937
Vahan Minakhoryan,1214661649
Wacław Grzybowski,1063982572
Álvaro d'Ors Pérez-Peix,1249899212
Abdul Wahid (politician),1228648982
Alejandra Benítez,1246651957
Alfred Emanuel Sarasin,1193089312
Ali Mohammad Noorian,1158807810
Ali Taysir,1179127922
Amilcar Ferreira,1234894290
Avni Rustemi,1229276965
Bernard Morel (economist),1133063202
Chadi Massaad,1208546106
Dan Kersch,1224034799
Danyal Balagopal Abdullah,1210596392
Ezequiel Ataucusi,1246358888
Faridah Nambi,1161962008
Franka Hitzing,1228300948
Glyne Murray,1218309623
Guillaume Konsbruck,1231473517
Honório Barreto,1249443443
Horma Ould Babana,1196550452
Ibrahim Mbombo Njoya,1226331859
Jacques Marquet de Montbreton de Norvins,1226330852
Jambulat Sarsenov,1250259527
Jerôme Mvondo,1250160956
Joseph Kabuleta,1189791274
Joseph Ostermann,1242209654
José Luna Meléndez,1225807985
Kazimierz Karwowski,1081490952
Kemal Hashi Mohamoud,1197960601
Kurt Agë Kadiu,1244486529
Lee Jung-woo,1212529450
Luis Nava Guibert,1245418844
László Hunyady de Kéthely,1111996748
Masayuki Aoyama,1099244351
Mihály Teleki,1193643268
Mohammad Kabiri,1241927237
Muhammad Aslam Butt,1243764046
Nusratullo Maksum,1248230055
Oguri Kozukenosuke,1249804085
Pakesia Parker-Edgecombe,1226025677
Palla Srinivasa Rao,1246829948
Pavel Borodin,1241552144
Rashid Bezimba,1246061508
Renate Mann,1099978355
Rodrigo Altmann Ortiz,1230256617
Ruhi Khalidi,1250320337
Ruth Weckenmann,1243240587
Sadou Soloké,1172866016
Thet Win Aung,1170350688
Vamsi Krishna Srinivasa,1241967765
Võ Văn Thưởng,1241845313
Yusuf Osman Samatar,1180587249
Abderrahim Bouabid,1246010673
Alexandre Martins Pamplona Ramos,1074816304
Alfredo Pires,1242893918
Amal Pepple,1228528579
Asrat Desta,1193968561
Attati Mpakati,1244085456
Bonincontro Morigia,1179520102
Carmelita Pires,1185452679
Choki Gyeltshen,967051066
Dayan Jayatilleka,1245069718
Estelle Revaz,1246437002
Fode Mamadou Touré,1177650762
Gallus Jacob Baumgartner,1218642069
Geoff Makhubo,1225679410
Georg Trašanov,1248969934
Gundwane Ndiweni,1223100611
Guy Clutton-Brock,1233375199
Hussein Bashe,1245156735
Héctor Cornejo Chávez,1171576540
Isabelle Kassire,1246170190
Januaria Moreira,1225864918
Jean-Marie Rausch,1240169046
Kazys Boruta,1242384798
Khethiwe Moeketsi,1241959402
Klaus Fleming,1242155197
Knacyntar Nedd,1247514093
Luis Eduardo Díaz Granados,1245235873
Mahmoud Ahmad Ibiary,1183781331
Majdi al-Saleh,1245493417
Manuel Joaquín Álvarez de Toledo,1234633595
Martin Horn (politician),1143929714
Mazin Abu Kalal,1097880283
Michael Kamaliza,1242314566
Mihail Barbulat,1232398121
Mohamed Eshtewi,1220293334
Mohammed Allal Sinaceur,1243832655
Mohand Laenser,1244052275
Muhammad Sa'id al-Qaddal,1163542334
Osman Karabegović,1243518890
Paul Wittich (politician),1153429446
Ramón Jiménez y Robredo,956297739
Robert Weilbacher,1185904613
Siosateki Tonga,1222110851
Tefik Mborja,1234673487
Tsoncho Ganev,1240457984
Valentina Țapiș,1232777509
Vladimir Cebotari,1242626807
Yun Won-hyeong,1235521344
Yuriy Vozniuk,1179848407
Ziya Uğur,1204765244
"Adam, Count of Schwarzenberg",1243650424
Albert Ollivier,1242209715
Algirdas Kumža,1140402964
Antoine Ntsimi,1180554993
Antonije Isaković,1226317296
Atlan Anien,1142606347
Bakhtiyar Vahabzadeh,1249675761
Bishnu Chattopadhyay,1242147738
Bob-Manuel Udokwu,1246468161
Dora Nascimento,1208121039
Edward B. McClain Jr.,1185672852
Edwin Clark (politician),1197669418
Fazaldad Wahla,1195142583
Fereidon Hasanvand,1158423087
Fernando Vargas Mosua,1218741477
Florence Mutua,1223318034
Francis Ona,1243428822
Friedrich Johannes Frommann,1093387022
Georgi Gvozdeykov,1243679989
Gerardo Guzmán Quirós,1238913592
Germán Alfaro,1223272051
Gert Haller,1068252041
Guillaume-Xavier Labbey de Pompières,1123950119
Haruo Okada,1176928858
Hwang Young-cheul,1212684775
Iyad Jamal Al-Din,1248657579
Jorge García Granados,1220742353
José Ndele,1154991360
Karel Štogl,1139514275
Karol Kuryluk,1200105875
Kasongo Munganga,1221395785
Kazi Abdul Kader,1245483033
Kipsengeret Koros,1096575212
Ljudevit Vukotinović,1230143347
Maphoka Motoboli,1135268318
Miguel Couto,1237350838
Mohammed Isa Al Abbasi,1171757402
Paul Malong Awan,1233385951
Richie Sookhai,1246751731
Rudolf Fredrik Berg,1235493370
Saifullah Khan Paracha,1245829825
Sarwar Jan Chowdhury,1245377291
So Sethaputra,1243909413
Tedla Bairu,1192857899
Visvaldas Mažonas,1144050792
Vladimir Saldo,1250298214
"Wenzel Anton, Prince of Kaunitz-Rietberg",1246396121
Wilson Ugak Kumbong,1243969275
Wol Akec Akol,1093916563
Yevgeny Murov,1226607089
AKM Hafizuddin,1246694478
Abang Muhammad Salahuddin,1249027291
Abdul Ghafor Zori,1136614520
Adolf Ludvig Stierneld,1231611546
Ahmad Babba Kaita,1250601354
Ahmed Abdisalam Adan,1243727922
Ahmed Farah Dualeh,1231104858
Barton Scotland,1222160201
Catalina Ontaneda,1235477428
Chogyal Dago Rigdzin,1240180535
Datla Subbaraju,1241441440
Ellen Corkrum,1159392843
Franz Dinghofer,1244619292
Ghulam Mohammad Rigi,1129192917
Gul Ahmmad Yama,1136614561
Gustave Boël,1233502726
Hildebrando Fuentes,1231617337
Ibrahim Bin Ali Al Wazeer,1144463479
Ibrahim ibn Khalifa Al Khalifa,1156409493
Isilda Gomes,1235572294
Jevan Maseko,1084850620
Jose Fernandez Dubrock,1209556113
Jozef Sivák,1221991531
Kithure Kindiki,1246512360
Leetile Disang Raditladi,1178476996
Leopold Poetsch,1248552155
M. C. Shunmugaiah,1230951033
Manuel Pizarro Moreno,1242934173
Martin Elia Lomuro,1159039404
Masakazu Hamachi,1188409346
Maulana Bashir Ahmad Sialvi,1243072391
Mohammed Awale Liban,1250808931
Mohan Baral,1174999517
Oleg Balan,1240225655
Olha Bench,1242417477
Pedro Domingo Murillo,1234930001
Pol Clovis Boël,1233502703
Ryan Straughn,1232133512
Saloum Traoré,747227236
Saïd Chibane,1230435685
Suhail Shaheen,1198363158
Tayo Alasoadura,1224409517
Ture Malmgren,1250773402
Uladislao Augier,1217815124
Vasilis Stigkas,1244105942
Vitaly Zholobov,1243513404
Volodymyr Artyukh,1248792339
Yamil Abreu Navarro,1186292250
Zahidunnabi Dewan Shamim,1237263822
Ľubomír Vážny,1237144131
Abd-Allah ibn Aamir Hadhrami,1171600163
Ali Sahli,1198759606
Amar Mohammedi,1226279231
Andrei Cucu,1240176226
Angèle Makombo,1188621879
Antoine Bestel,1231466715
Atanas Atanasov (politician born 1990),1236766093
Bernarda Gonçalves Martins,1210193481
Bosmic Otim,1240241204
Béchir Sfar,1223510711
Carlos Basombrío Iglesias,1231783846
Charles Thomi Pitot,1166086181
Chuon Saodi,1243810923
Clarence Lorenzo Simpson Jr.,1181575494
Dobrica Ćosić,1244959827
Emmanuel Dungia,1246747483
Farhad Hajiyev,1246286594
Francisco Prat Alemparte,1246582387
François Ngarukiyintwali,1225574614
Gerson Jackson,1239995409
Ghanashyam Bhandari,1241303409
Guy-Patrice Lumumba,1147505613
Hajj Essa Hamed,1163844068
Hamza Balje,1231602011
Himyar Abdullah al-Ahmar,1247681426
Hisham Ben Ghalbon,1246847069
Issifou Tabiou Taffa,1181550325
João Leão,1249137694
Juan Sebastián Chamorro,1240734860
Leon Geršković,1248050628
Manuel Tovar y Chamorro,1245682396
Mariam Yalwaji Katagum,1222702415
Mohamed Abulasʽad El-ʽAlem,978820765
Moro Isaac Jenesio,1218075053
Murilo Zauith,1191804969
Nguyễn Văn Lực,1106652276
Park Jong-sun,1203429219
Roland Giberti,955452341
Ruggero Dollfus,1249454578
Salman bin Khalifa Al Khalifa,1247375519
Satoshi Hamada,1234652966
Sekai Nzenza,1241843269
Sinatu Ojikutu,1140522870
Tony deBrum,1234549166
Tristán Narvaja,1206959075
Ulrich Habsburg-Lothringen,1216088776
Venko Markovski,1235730767
Vincent de Paul Ahanda,1249317685
Vladislav Grib,1067568226
Yahia Boukhari,1186319308
Abdoulkarim Goukoye,1167401003
Abdulrahman Sewehli,1041934642
Ahmed Benjelloun,1245188391
Akmyrat Rejepow,1106343655
Anang Hermansyah,1227409823
Andrzej Artur Zamoyski,1209723365
